,Chemical,Concentration_ng_L_Error,Concentration_ng_L_Value,Day,Mass_Load_g_d_Error,Mass_Load_g_d_Value,Month,OBJECTID,Population_Normalized_Mass_Lo_1,Population_Normalized_Mass_Load,Sample_Date,Site
647,Noroxycodone,5.78,100.79,(4) Thu,0.09,1.56,(07) Jul,1923,1,25.58,2019-07-11 03:00:00,TP02
648,Noroxycodone,6.56,123.54,(5) Fri,0.1,1.95,(07) Jul,1924,2,32.01,2019-07-12 03:00:00,TP02
649,Noroxycodone,0.44,128.65,(6) Sat,0.01,1.89,(07) Jul,1925,0,31.1,2019-07-13 03:00:00,TP02
650,Noroxycodone,9999.99,9999.99,(7) Sun,9999.99,9999.99,(07) Jul,1926,10000,9999.99,2019-07-14 03:00:00,TP02
651,Codeine,3.46,76.43,(1) Mon,0.05,1.16,(07) Jul,1927,1,19.07,2019-07-08 03:00:00,TP02
652,Codeine,2.61,83.09,(2) Tue,0.04,1.3,(07) Jul,1928,1,21.37,2019-07-09 03:00:00,TP02
653,Codeine,4.21,78.81,(3) Wed,0.06,1.21,(07) Jul,1929,1,19.93,2019-07-10 03:00:00,TP02
654,Codeine,0.85,105.32,(4) Thu,0.01,1.63,(07) Jul,1930,0,26.72,2019-07-11 03:00:00,TP02
655,Codeine,1.51,100.41,(5) Fri,0.02,1.58,(07) Jul,1931,0,26.02,2019-07-12 03:00:00,TP02
656,Codeine,2.03,81.33,(6) Sat,0.03,1.2,(07) Jul,1932,0,19.66,2019-07-13 03:00:00,TP02
657,Codeine,9999.99,9999.99,(7) Sun,9999.99,9999.99,(07) Jul,1933,10000,9999.99,2019-07-14 03:00:00,TP02
658,Fentanyl,0.13,4.91,(1) Mon,0.0,0.07,(07) Jul,1934,0,1.23,2019-07-08 03:00:00,TP02
659,Fentanyl,0.74,6.72,(2) Tue,0.01,0.11,(07) Jul,1935,0,1.73,2019-07-09 03:00:00,TP02
660,Fentanyl,0.63,7.93,(3) Wed,0.01,0.12,(07) Jul,1936,0,2.01,2019-07-10 03:00:00,TP02
661,Fentanyl,0.01,7.31,(4) Thu,0.0,0.11,(07) Jul,1937,0,1.86,2019-07-11 03:00:00,TP02
662,Fentanyl,0.04,7.23,(5) Fri,0.0,0.11,(07) Jul,1938,0,1.87,2019-07-12 03:00:00,TP02
663,Fentanyl,0.05,11.05,(6) Sat,0.0,0.16,(07) Jul,1939,0,2.67,2019-07-13 03:00:00,TP02
664,Fentanyl,9999.99,9999.99,(7) Sun,9999.99,9999.99,(07) Jul,1940,10000,9999.99,2019-07-14 03:00:00,TP02
665,Norfentanyl,0.03,22.13,(1) Mon,0.0,0.34,(07) Jul,1941,0,5.52,2019-07-08 03:00:00,TP02
666,Norfentanyl,1.82,29.03,(2) Tue,0.03,0.45,(07) Jul,1942,0,7.47,2019-07-09 03:00:00,TP02
667,Norfentanyl,0.44,28.74,(3) Wed,0.01,0.44,(07) Jul,1943,0,7.27,2019-07-10 03:00:00,TP02
668,Norfentanyl,2.69,29.1,(4) Thu,0.04,0.45,(07) Jul,1944,1,7.38,2019-07-11 03:00:00,TP02
669,Norfentanyl,0.7,27.39,(5) Fri,0.01,0.43,(07) Jul,1945,0,7.1,2019-07-12 03:00:00,TP02
670,Norfentanyl,0.08,32.65,(6) Sat,0.0,0.48,(07) Jul,1946,0,7.89,2019-07-13 03:00:00,TP02
671,Norfentanyl,9999.99,9999.99,(7) Sun,9999.99,9999.99,(07) Jul,1947,10000,9999.99,2019-07-14 03:00:00,TP02
672,Heroin,0.28,14.36,(1) Mon,0.0,0.22,(07) Jul,1948,0,3.58,2019-07-08 03:00:00,TP02
673,Heroin,2.18,23.23,(2) Tue,0.03,0.36,(07) Jul,1949,1,5.98,2019-07-09 03:00:00,TP02
674,Heroin,0.87,15.46,(3) Wed,0.01,0.24,(07) Jul,1950,0,3.91,2019-07-10 03:00:00,TP02
675,Heroin,0.61,27.33,(4) Thu,0.01,0.42,(07) Jul,1951,0,6.93,2019-07-11 03:00:00,TP02
676,Heroin,7.9,36.14,(5) Fri,0.12,0.57,(07) Jul,1952,2,9.37,2019-07-12 03:00:00,TP02
677,Heroin,1.14,23.25,(6) Sat,0.02,0.34,(07) Jul,1953,0,5.62,2019-07-13 03:00:00,TP02
678,Heroin,9999.99,9999.99,(7) Sun,9999.99,9999.99,(07) Jul,1954,10000,9999.99,2019-07-14 03:00:00,TP02
679,6-Acetylmorphine,1.36,37.37,(1) Mon,0.02,0.57,(07) Jul,1955,0,9.32,2019-07-08 03:00:00,TP02
680,6-Acetylmorphine,2.59,50.79,(2) Tue,0.04,0.8,(07) Jul,1956,1,13.06,2019-07-09 03:00:00,TP02
681,6-Acetylmorphine,1.65,48.4,(3) Wed,0.03,0.75,(07) Jul,1957,0,12.24,2019-07-10 03:00:00,TP02
682,6-Acetylmorphine,3.01,54.89,(4) Thu,0.05,0.85,(07) Jul,1958,1,13.93,2019-07-11 03:00:00,TP02
683,6-Acetylmorphine,5.77,78.58,(5) Fri,0.09,1.24,(07) Jul,1959,2,20.36,2019-07-12 03:00:00,TP02
684,6-Acetylmorphine,1.0,48.5,(6) Sat,0.01,0.71,(07) Jul,1960,0,11.73,2019-07-13 03:00:00,TP02
685,6-Acetylmorphine,9999.99,9999.99,(7) Sun,9999.99,9999.99,(07) Jul,1961,10000,9999.99,2019-07-14 03:00:00,TP02
686,Oxycodone,0.35,77.38,(1) Mon,0.01,1.33,(08) Aug,2060,0,21.82,2019-08-19 03:00:00,TP02
687,Oxycodone,4.06,68.81,(2) Tue,0.07,1.26,(08) Aug,2061,1,20.7,2019-08-20 03:00:00,TP02
688,Oxycodone,5.08,65.39,(3) Wed,0.09,1.2,(08) Aug,2062,2,19.71,2019-08-21 03:00:00,TP02
689,Oxycodone,0.44,66.82,(4) Thu,0.01,1.27,(08) Aug,2063,0,20.81,2019-08-22 03:00:00,TP02
690,Oxycodone,1.66,79.29,(5) Fri,0.03,1.51,(08) Aug,2064,1,24.86,2019-08-23 03:00:00,TP02
691,Oxycodone,5.61,86.35,(6) Sat,0.11,1.68,(08) Aug,2065,2,27.56,2019-08-24 03:00:00,TP02
692,Oxycodone,3.22,59.67,(7) Sun,0.06,1.11,(08) Aug,2066,1,18.25,2019-08-25 03:00:00,TP02
693,Noroxycodone,4.01,85.58,(1) Mon,0.07,1.47,(08) Aug,2067,1,24.14,2019-08-19 03:00:00,TP02
694,Noroxycodone,6.04,81.2,(2) Tue,0.11,1.49,(08) Aug,2068,2,24.43,2019-08-20 03:00:00,TP02
695,Noroxycodone,0.81,75.94,(3) Wed,0.01,1.39,(08) Aug,2069,0,22.89,2019-08-21 03:00:00,TP02
696,Noroxycodone,1.9,78.57,(4) Thu,0.04,1.49,(08) Aug,2070,1,24.47,2019-08-22 03:00:00,TP02
697,Noroxycodone,5.64,90.69,(5) Fri,0.11,1.73,(08) Aug,2071,2,28.44,2019-08-23 03:00:00,TP02
698,Noroxycodone,3.98,109.62,(6) Sat,0.08,2.13,(08) Aug,2072,1,34.99,2019-08-24 03:00:00,TP02
699,Noroxycodone,4.0,78.25,(7) Sun,0.07,1.46,(08) Aug,2073,1,23.93,2019-08-25 03:00:00,TP02
700,Codeine,3.04,127.75,(1) Mon,0.05,2.19,(08) Aug,2074,1,36.03,2019-08-19 03:00:00,TP02
701,Codeine,5.57,137.61,(2) Tue,0.1,2.52,(08) Aug,2075,2,41.4,2019-08-20 03:00:00,TP02
702,Codeine,6.93,139.14,(3) Wed,0.13,2.55,(08) Aug,2076,2,41.93,2019-08-21 03:00:00,TP02
703,Codeine,1.34,114.39,(4) Thu,0.03,2.17,(08) Aug,2077,0,35.63,2019-08-22 03:00:00,TP02
704,Codeine,0.56,141.92,(5) Fri,0.01,2.71,(08) Aug,2078,0,44.51,2019-08-23 03:00:00,TP02
705,Codeine,3.26,129.33,(6) Sat,0.06,2.51,(08) Aug,2079,1,41.28,2019-08-24 03:00:00,TP02
706,Codeine,15.32,141.79,(7) Sun,0.29,2.64,(08) Aug,2080,5,43.36,2019-08-25 03:00:00,TP02
707,Fentanyl,0.21,4.47,(1) Mon,0.0,0.08,(08) Aug,2081,0,1.26,2019-08-19 03:00:00,TP02
708,Fentanyl,0.22,4.26,(2) Tue,0.0,0.08,(08) Aug,2082,0,1.28,2019-08-20 03:00:00,TP02
709,Fentanyl,0.4,4.18,(3) Wed,0.01,0.08,(08) Aug,2083,0,1.26,2019-08-21 03:00:00,TP02
710,Fentanyl,0.3,5.13,(4) Thu,0.01,0.1,(08) Aug,2084,0,1.6,2019-08-22 03:00:00,TP02
711,Fentanyl,0.12,6.02,(5) Fri,0.0,0.11,(08) Aug,2085,0,1.89,2019-08-23 03:00:00,TP02
712,Fentanyl,0.3,5.3,(6) Sat,0.01,0.1,(08) Aug,2086,0,1.69,2019-08-24 03:00:00,TP02
713,Fentanyl,0.66,5.06,(7) Sun,0.01,0.09,(08) Aug,2087,0,1.55,2019-08-25 03:00:00,TP02
714,Norfentanyl,0.02,18.6,(1) Mon,0.0,0.32,(08) Aug,2088,0,5.25,2019-08-19 03:00:00,TP02
715,Norfentanyl,1.67,24.94,(2) Tue,0.03,0.46,(08) Aug,2089,0,7.5,2019-08-20 03:00:00,TP02
716,Norfentanyl,0.41,24.67,(3) Wed,0.01,0.45,(08) Aug,2090,0,7.43,2019-08-21 03:00:00,TP02
717,Norfentanyl,2.47,25.0,(4) Thu,0.05,0.47,(08) Aug,2091,1,7.79,2019-08-22 03:00:00,TP02
718,Norfentanyl,0.64,23.43,(5) Fri,0.01,0.45,(08) Aug,2092,0,7.35,2019-08-23 03:00:00,TP02
719,Norfentanyl,0.07,28.26,(6) Sat,0.0,0.55,(08) Aug,2093,0,9.02,2019-08-24 03:00:00,TP02
720,Norfentanyl,-9999.99,-9999.99,(7) Sun,-9999.99,-9999.99,(08) Aug,2094,-10000,-9999.99,2019-08-25 03:00:00,TP02
721,Heroin,-9999.99,-9999.99,(1) Mon,-9999.99,-9999.99,(08) Aug,2095,-10000,-9999.99,2019-08-19 03:00:00,TP02
722,Heroin,0.56,7.2,(2) Tue,0.01,0.13,(08) Aug,2096,0,2.17,2019-08-20 03:00:00,TP02
723,Heroin,0.93,7.27,(3) Wed,0.02,0.13,(08) Aug,2097,0,2.19,2019-08-21 03:00:00,TP02
724,Heroin,0.96,7.44,(4) Thu,0.02,0.14,(08) Aug,2098,0,2.32,2019-08-22 03:00:00,TP02
725,Heroin,1.05,9.44,(5) Fri,0.02,0.18,(08) Aug,2099,0,2.96,2019-08-23 03:00:00,TP02
726,Heroin,0.4,5.11,(6) Sat,0.01,0.1,(08) Aug,2100,0,1.63,2019-08-24 03:00:00,TP02
727,Heroin,0.14,4.5,(7) Sun,0.0,0.08,(08) Aug,2101,0,1.38,2019-08-25 03:00:00,TP02
728,6-Acetylmorphine,0.27,42.68,(1) Mon,0.0,0.73,(08) Aug,2102,0,12.04,2019-08-19 03:00:00,TP02
729,6-Acetylmorphine,0.6,29.95,(2) Tue,0.01,0.55,(08) Aug,2103,0,9.01,2019-08-20 03:00:00,TP02
730,6-Acetylmorphine,1.42,35.28,(3) Wed,0.03,0.65,(08) Aug,2104,0,10.63,2019-08-21 03:00:00,TP02
731,6-Acetylmorphine,1.96,23.22,(4) Thu,0.04,0.44,(08) Aug,2105,1,7.23,2019-08-22 03:00:00,TP02
732,6-Acetylmorphine,2.43,33.13,(5) Fri,0.05,0.63,(08) Aug,2106,1,10.39,2019-08-23 03:00:00,TP02
733,6-Acetylmorphine,0.11,33.23,(6) Sat,0.0,0.65,(08) Aug,2107,0,10.61,2019-08-24 03:00:00,TP02
734,6-Acetylmorphine,2.64,36.35,(7) Sun,0.05,0.68,(08) Aug,2108,1,11.12,2019-08-25 03:00:00,TP02
